object_id,numero_de_chamada,autor_principal,entradas_secundariasautor,entradas_secundariasautor_2,titulo_principal,publicacao,descricao_fisica,notas,assuntos,entradas_secundariasautor_3,catalogacao_pre_marc,serie,isbn,outros_titulos,entradas_secundariasautor_4,entradas_secundariasautor_5,entradas_secundariasautor_6,entradas_secundariasautor_7,entradas_secundariasautor_8,entradas_secundariasautor_9,notas_de_resumo,entradas_secundariastitulo,edicao,issn,entradas_secundariasautor_10,entradas_secundariasautor_11,entradas_secundariasautor_12,entradas_secundariasautor_13,entradas_secundariasautor_14,entradas_secundariasautor_15,entradas_secundariasautor_16,entradas_secundariasautor_17,entradas_secundariasautor_18,entradas_secundariasautor_19,entradas_secundariasautor_20,entradas_secundariasautor_21,entradas_secundariasautor_22,entradas_secundariasautor_23,entradas_secundariasautor_24
248,316.7 P839p  2012 Coleção Bibliográfica,"Porta, Paula",,,"Política de preservação cultural no Brasil : diretrizes, linhas de ação e resultados: 2000/2010 / Paula Porta","Brasília : IPHAN/Programa Monumenta, 2012.",343 p. : il. color. ; 28 cm,,"Cultura -- Brasil -- Século 21
Patrimônio cultural -- Brasil -- Século 21",,,,ISBN : 9788573342192,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,Ciclo paradigma digital,"Rio de Janeiro : Centro Cultural Telemar, 2005?.",122 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,"Moffitt, Ian",,,A Austrália interior : as regiões selvagens do mundo,"Rio de Janeiro : Cidade Cultural, 1988.",184 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,,"Becker, Ricardo",,,Você não está aqui,"Rio de Janeiro : Laura Marsiaj Arte Contemporânea, 2001.",ca. 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,8. salão da Bahia,"Salvador : Museu de Arte Moderna da Bahia, 2001.",122 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,,,,,Olhar além,"São Paulo : Itaú Cultural, 2000.",20 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,7(81) F981  1992 Coleção Bibliográfica,Fundação Padre Anchieta São Paulo 1992,"Galvão, Waldimas Nogueira texto",,Cultura / [texto] Waldimas Nogueira Galvão,"São Paulo : Fundação Padre Anchieta, 1992.",62 p. : il. color. ; 30 cm,,"Catunda, Leda artista
Difusão cultural Brasil -- século 20 - 21
Ferreira, José Carlos artista
Cultura Brasil -- século 20 - 21
Finguermann, Sérgio artista
Arte contemporânea (período) Brasil -- século 20 - 21
Franco, Siron artista
Fukushima, Takashi artista
Granato, Ivald artista
Gross, Carmela artista
Gruber, Gregório artista
Kudzna, Ivan artista
Milhazes, Beatriz artista
Nitsche, Marcello artista
Ohtake, Tomie artista
Peticov, Antonio artista
Pinheiro, Osmar artista
Piza, Luiz Arthur artista
Roitman, Herton artista
Romagnolo, Sérgio artista
Schlemm, Abigail artista
Toledo, Amelia artista
Canalle, Cristina artista",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,741(81) S237n  2011  Coleção Bibliográfica,"Santos Filho, Valdelino Gonçalves dos, 1937-",,,Negro de fumo : pó-de-sapato / Valdelino Gonçalves dos Santos Filho,"Vitória : Edufes, 2011.",175 p. : il. p&b ; 20 cm,Livro de desenhos a nanquin.,"Desenho (obra visual) Brasil -- Século 21
Pintura (obra visual) Brasil -- Século 21
Bico de pena (instrumento de desenho) Brasil -- Século 21
Arte contemporânea (período) Brasil -- Século 21",,,,ISBN : 9788577720576,,,,,,,,,,,,,,,,,,,,,,,,,,
943,COLETIVO Fundação Vera Chaves Barcellos F981p  2012 Coleção Bibliográfica,Fundação Vera Chaves Barcellos Viamão (Rio Grande do Sul),"Carvalho, Ana Albani de texto  curadoria
Bohns, Neiva texto curadoria
Barcellos, Vera Chaves texto curadoria
Cardoso, Everton tradução",,"Um ponto de ironia / Fundação Vera Chaves Barcellos ; [texto e curadoria] Ana Albani de Carvalho, Neiva Bohns, Vera Chaves Barcellos ; [tradução] Everton Cardoso","Viamão : Fundação Vera Chaves Barcellos, 2012.",64 p. : il. color. ; 21 cm,"Catálogo publicado em decorrência da exposição realizada na Fundação Vera Chaves Barcellos, na cidade de Viamão (Rio Grande do Sul) no período de 9 de julho a 26 de novembro de 2011.
Texto em português, inglês e espanhol.
Acompanhado de CD com imagens da exposição.","Andrade, Alejandra artista
Um ponto de ironia Viamão (Rio Grande do Sul) 2011
Desenho (obra visual) Brasil -- Século 21
Toledo, Amelia artista
Fotografia Brasil -- Século 21
Geiger, Anna Bella artista
Arte contemporânea (período) Brasil -- Século 21
Esposito, Anna artista
Muntadas, Antoni artista
Miralda, Antoní artista
Dias, Antonio artista
Flanagan, Barry artista
Szombathy, Bálint artista
Fonteles, Bené artista
Radin, Betty artista
Guimarães, Cao artista
Echeverry, Carlos artista
Pasquetti, Carlos artista
Tozzi, Claudio artista
Ferlauto, Cláudio artista
Goulart, Cláudio artista
Dariano, Clóvis artista
Chiarelo, Donato artista
Vigo, Edgardo Antonio artista
Jardim, Evandro Carlos artista
Filippi, Fernando de artista
Dragoni, Ferrucio artista
Pons, Flávio artista
Vigo, G. E. Marx artista
Borba, Gabriel artista
Gretta artista
Cavellini, Guglielmo Achille artista
Feldmann, Hans Peter artista
Hudinilson Júnior artista
Medeiros, J. artista
Moreira, Jailton artista
Dokoupil, Jiri Georg artista
Rabascall, Joan artista
Plaza, Julio artista
Lambrecht, Karini artista
Groh, Klaus artista
Miranda, Lenir de artista
Barros, Lenora de artista
Duch, Leonhard Frank artista
Solari, Luis Alberto artista
Roca, Marcel-Lí Antúnez artista
Ishikawa, Mario Noburo artista
Ramiro, Mário artista
Manhães, Mariana artista
Kurtz, Milton artista
Bentivoglio, Mirella artista
Leirner, Nelson artista
Bruscky, Paulo artista
Farias, Patrício artista
Silveira, Regina artista
Filliou, Robert artista
Disconzi, Romanita artista
Basso, Simone Michelin artista
Lanes, Telmo artista
Schulz, Tomasz artista
Carrión, Ulises artista
Lisboa, Unhandeijara artista
Barcellos, Vera Chaves artista
Salamanca, Vera artista
Baroni, Vittore artista",,,,ISBN : 9788564269033,,,,,,,,,,,,,,,,,,,,,,,,,,
748,,,,,Modernidade e contemporaneidade nas artes plásticas,"São Paulo : Centro Cultural São Paulo, 1996.",39 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,,"Nador, Mônica",,,Mônica Nador : gravuras em colaboração com James Lax,"Curitiba : Fundação Cultural de Curitiba, 199-?.",ca. 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,COLETIVO Centro Cultural Banco do Brasil C397m  2003 Coleção Bibliográfica,Centro Cultura Banco do Brasil Rio de Janeiro,"Dubois, Philippe curadoria",,Movimentos improváveis : o efeito cinema na arte contemporânea / [curadoria Philippe Dubois],"Rio de Janeiro : Centro Cultural Banco do Brasil, 2003.",167 p. : il. color. ; 21 cm,"Catálogo publicado em decorrência da exposição Movimentos improváveis : o efeito cinema na arte contemporânea realizada no Centro Cultural Banco do Brasil, na cidade do Rio de Janeiro no período de 19 de maio a 13 de julho de 2003.
Texto em português, inglês e francês.","Bonnamour, B. artista
Movimentos improváveis : o efeito cinema na arte contemporânea Rio de Janeiro 2003
Cinema (arte cênica) Brasil -- Século 20
Carlier, E. artista
Videoarte Brasil -- Século 20
Feyt, C. artista
Arte contemporânea (período) Brasil -- Século 20
Fleischer, A. artista
Geleynse, W. artista
Guess, J. artista
Hilliard, John artista
Kiel, R. artista
Kuntzel, Thierry artista
Leccia, A. artista
Mittelstadt, E. artista
Oiticica, Hélio artista
Rauscher, B. artista
Holtz, K. artista
Lerch, K-H. artista",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,COLETIVO Itaú Cultural I88b  2000 Coleção Bibliográfica,Itaú Cultural São Paulo,"Moraes, Angélica de curadoria 
Bousso, Daniela curadoria
Cocchiarale, Fernando curadoria
Moreira, Jailton curadoria",,"As bordas do vazio / Itaú Cultural ; [curadoria] Angélica de Moraes, Daniela Bousso, Fernando Cocchiarale ; [texto] Jailton Moreira","São Paulo : Itaú Cultural, 2000.","16 p. : il., color. ; 23 cm","Catálogo publicado em decorrência da exposição realizada no Itaú Cultural, na cidade de Belo Horizonte no período de 28 de agosto a 29 de setembro de 2000 ; na Galeria Itaú Cultural na cidade de Brasília, no período de 10 de outubro a 10 de novembro de 2000 ; na Galeria Itaú Cultural Penápolis, no período de 16 de fevereiro a 30 de março de 2001. Conteúdo incompleto : Contém biografia dos artistas.","Enauro artista
As bordas do vazio São Paulo 2000
Instalação (trabalho visual) Brasil -- Século 20
Guimarães, Evermondo artista
Rumos visuais
Escultura (trabalho visual) Brasil -- Século 20
Franzol, Carlos Aberto artista
Arte contemporânea (período) Brasil -- Século 20
Fervenza, Hélio artista
Menon, Walter artista",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,,,Colección histórica del Museu Castagnino,"Rosário : Castagnino, 2006.",285 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,,,,Pontogor ação,"Fortaleza : Centro Cultural Banco do Nordeste, [2010?].",16 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"INDIVIDUAL  LINNEMANN, Ana L758c  2011 Coleção Bibliográfica","Linnemann, Ana",Casa de Cultura Laura Alvim,Rio de Janeiro,Cartoon / Ana Linnemann ; Fernando Cocchiarale  curadoria da Galeria Laura Alvim,"Rio de Janeiro : Casa de Cultura Laura Alvin, 2011.",43 p.,"Catálogo publicado em decorrência da exposição realizada na casa de Cultura Laura Alvim, na cidade do Rio de Janeiro no período de 15 de junho a 31 julho de 2011
Texto em português e inglês","Cartoon Rio de Janeiro 2011
Escultura (trabalho visual) Brasil -- Século 21
Instalação (trabalho visual) Brasil -- Século 21
Arte contemporânea (período) Brasil -- Século 21","Cocchiarale, Fernando curadoria 
Casa de Cultura Laura Alvim Rio de Janeiro
Kilgore, Pat fotografia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,94(81).019(813.8) A994e  2009 Coleção Bibliográfica,"Azevedo, Esterzilda Berenstein de",,,Engenhos do Recôcavo Baiano / Esterzilda Berenstein de Azevedo,"Brasília : IPHAN/Programa Monumenta, 2008.",135 p. : il. color. ; 22 cm,Exemplar em português e inglês.,"Patrimônio cultural -- Bahia -- Século 21
Arquitetura (gênero de objeto) -- Bahia -- Século 21",,,(Roteiros do patrimônio ; 7),ISBN : 9788573341546,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,Prêmio Brasília de artes plásticas 1990,"Brasília : Museu de Arte de Brasília, 1990.",10 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,COLETIVO Santander Cultural S232t  2012 Coleção Bibliográfica,Santander Cultural Porto Alegre,Imago Escritório de Arte,Rio de Janeiro,"O triunfo do contemporâneo : 20 anos do Museu de Arte Contemporânea do Rio Grande do Sul / Santander Cultural ; [curadoria] Gaudêncio Fidelis ; [texto] Fernando Byington Egydio Martins ; [tradução] Paul Webb, Tatiana Antunes","Porto Alegre : Imago escritório de arte, 2012.",103 p. : il. color. ; 27 cm,"Catálogo publicado em decorrência da exposição realizada no Santander Cultural, na cidade de Porto Alegre no período de 6 de março a 22 de abril de 2012.
Texto em português e inglês.","Bitar, Adriana artista
O triunfo do contemporâneo Porto Alegre 2012
Fotografia Brasil -- Século 21
Antunes, Alexandre artista
Pintura (obra visual) Brasil -- Século 21
Sequeira, Alexandre artista
Escultura (trabalho visual) Brasil -- Século 21
Natividade, Ana Cristina da artista
Gravura Brasil -- Século 21
Queiroz, Armando artista
Desenho (obra visual) Brasil -- Século 21
Velho, Britto artista
Arte contemporânea (período) Brasil -- Século 21
Asp, Carlos artista
Fajardo, Carlos artista
Kraus, Carlos artista
Vieira, Cibele artista
Acosta, Daniel artista
Escobar, Daniel artista
Fonseca, Danielle artista
Thomaz, Didonet artista
Rosa, Dudi Maia artista
Oliveira, Éder artista
Vasconcelos, Edmilson artista
Haesbaert, Eduardo artista
Tedesco, Elaine artista
Bressan, Felix artista
Lindote, Fernando artista
Frantz artista
Radaeli, Gelson artista
Vogt, Gilda artista
Waetge, Gisela artista
Crocco, Heloísa artista
Freitas, Iole de, 1945- artista
Alves, José Francisco artista
Pellegrin, José Luiz artista
Lambrecht, Karini artista
Sobral, Keyla artista
Miranda, Lenir de artista
Plentz, Leopoldo artista
Barreto, Lia Menna artista
Magno, Luciana artista
Giannotti, Marco artista
Magliani, Maria Lídia artista
Cattani, Maria Lúcia artista
Camargo, Marina artista
Röhnelt, Mario artista
Ritter, Marlies artista
Redin, Mayana artista
Barbery, Melissa artista
Chapman, Michael artista
Kurtz, Milton artista
Ramos, Nuno artista
Maneschy, Orlando artista
Lobato, Pablo artista
Farias, Patrício artista
Pardini, Patrick artista
Sampaio, Paula artista
Bernhardt, Plínio artista
Pagatini, Rafael artista
Coelho, Renato artista
Schmitt-Prym, Roberto artista
Disconzi, Romanita artista
Ka, Sandro artista
Resmini, Tânia artista
Camargo, Tony artista
Barcellos, Vera Chaves artista
Rocque, Victor de La artista
Cavalcante, Wilson artista
Firmeza, Yuri artista",Museu de Arte Contemporânea do Rio de Grande do Sul,,,,,Porto Alegre,"Fidelis, Gaudêncio curadoria 
Imago Escritório de Arte Rio de Janeiro
Martins, Fernando Byington Egydio texto
Museu de Arte Contemporânea do Rio de Grande do Sul Porto Alegre
Webb, Paul tradução
Antunes, Tatiana tradução",,,,,,,,,,,,,,,,,,,,,,,
663,,"Lombardi, Inez",,,Inez Lombardi : werkverzeichnis - catalogue,"S. l. : s. n., 1994?.",ca. 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,72 I59m  2012 Coleção Bibliográfica,Instituto do Patrimônio Histórico e Artístico Nacional - Iphan,"Pimenta, Margareth de Castro Afeche Organização
Pimenta, Luís Fugazzola Organização
Bielschowsky, Bernardo Brasil Organização",,Mestres artífices de Santa Catarina :,"Brasília : IPHAN, 2012.",193 p. : il. color. ; 25 cm,,"Patrimônio cultural -- Brasil -- Século 21
Arquitetura (gênero de objeto) -- Brasil -- Século 21",,,(Cadernos de memória ; 2),ISBN : 9788573342178,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,A condição humana : as aventuras do homem em tempos de mutações,"Rio de Janeiro : Agir, 2009.",483 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,784.4 S187  2011 Coleção Bibliográfica,,"Sant'Anna, Márcia Organização",,"Os sambas brasileiros : diversidade, apropriação e salvaguarda","Brasília : IPHAN, 2007.",144 p. : il. p&b ; 24 cm,,"Música -- Brasil -- Século 21
Patrimônio cultural -- Brasil -- Século 21",,,,ISBN : 9788573341911,,,,,,,,,,,,,,,,,,,,,,,,,,
805,"INDIVIDUAL ANDRADE, Farnese de A553o  1992 Coleção Bibliográfica","Andrade, Farnese de",Galeria Anna Maria Niemeyer,Rio de Janeiro,"Objetos / Farnese de Andrade ; [texto] Marcus de Lontra Costa ; [tradução] Edison Schröder, Luis Kroeff ; [fotografia] Marco Rodrigues","Rio de Janeiro : Galeria Anna Maria Niemeyer, 1992.",[16] p. : il. color. ; 31 cm,"Catálogo publicado em decorrência da exposição realizada na Galeria Anna Maria Niemeyer, na cidade do Rio de Janeiro no período de 26 de maio a 17 de junho de 1992. Conteúdo incompleto : Contém biografia do artista.
Texto em português e inglês.","Objetos Rio de Janeiro 1992
Escultura (trabalho visual) Brasil -- Século 20
Arte contemporânea (período) Brasil -- Século 20","Costa, Marcus de Lontra texto 
Galeria Anna Maria Niemeyer Rio de Janeiro
Schröder, Edison tradução
Kroeff, Luis tradução
Rodrigues, Marco fotografia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,177(460) V141e  2005,"Valcárcel, Amelia","Miranda, Danilo Santos de notas 
Cunha, Newton tradução
Guinsburg, J. direção",,Ética contra estética / Amélia Valcárcel,"São Paulo : SESC, 2005.",85 p. ; 22 cm,,"Ética (filosofia) Espanha -- Século 20 - 21
Estética Espanha -- Século 20 - 21
Sociedade",,,(Estudos ; v. 209),ISBN : 8527307162,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,"Gama, Alex",,,Alex Gama,"Rio de Janeiro : Centro Cultural Cândido Mendes, 1989.",7 f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,"INDIVIDUAL VENTURA, Ricardo V468r  2000 Coleção Bibliográfica","Ventura, Ricardo",Galeria de Arte São Paulo,São Paulo,Ricardo Ventura / texto Fernando Cocchiarale ;  fotografia Vicente de Mello,"São Paulo : Galeria de Arte São Paulo, 2000.",16 p. : il. color. ; 22 cm,"Catálogo publicado em decorrência da exposição realizada na Galeria de Arte São Paulo, na cidade de São Paulo no período de 3 a 22 de maio de 2000","Escultura (trabalho visual) Brasil -- Século 20
Ricardo Ventura São Paulo 2000
Arte contemporânea (período) Brasil -- Século 20","Cocchiarale, Fernando texto 
Galeria de Arte São Paulo São Paulo
Mello, Vicente de fotografia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,,,,MAC - Niterói : divisão de arte educação,"Rio de Janeiro : Chegou a hora de mostrar sua melhor performance. Inscreva-se na etapa RJ., 20--?.",6 p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,94(815.1) I59o  2008 Coleção Bibliográfica,Instituto do Patrimônio Histórico e Artístico Nacional - Iphan,"Queiroz, Maria da Graça Soto Coordenação
Machado, Érika P. Coordenação",,Ouro Preto : Minas Gerais,"Brasília : IPHAN, 2008.",71 p. : il. p&b ; 27 cm,,"História -- Minas Gerais -- Século 21
Ouro Preto / MG
Fotografia -- Brasil -- Século 21",,,(Imagens),,,,,,,,,,,,,,,,,,,,,,,,,,,
489,COLETIVO Santander Cultural S232c  2012 Coleção Bibliográfica,Santander Cultural São Paulo,"Portela, Marcial texto 
Nader, Paula texto
Monteiro, Marisa texto
Vries, Elly de texto
Domingues, Danielle texto
Falcon, Claudia texto",,Convivendo com arte : exposições temporárias = Living with art : temporary exhibitions = Conviviendo con arte : exposiciones temporales,"São Paulo : Santander Cultural, 2012.",80 p. : il. color. ; 28 cm,"Catálogo publicado em decorrência da exposição Diálogos do moderno ao contemporâneo realizada no Santander Cultural, na cidade de São Paulo no período de 16 de maio a 19 de agosto de 2011 ; a exposição Pintura além dos pincéis realizada no Santander Cultural, na cidade de São Paulo no período de 22 de setembro a 11 de dezembro de 2011 ; a exposição Conhecendo artistas : ateliê Fidalga realizada no Santander Cultural, na cidade de São Paulo no período de agosto de 2011 a março de 2012.
Texto em português, inglês e espanhol.","Melo, Adriana Conti artista
Diálogos do moderno ao contemporâneo
Arte (belas artes) Século 20-21
Florent, Jérôme artista
Pintura além dos pincéis
Pintura (obra visual) Século 20-21
Guggisberg, Sonia artista
Conhecendo artistas : ateliê Fidalga
Videoarte Século 20-21
Faganello, Helen artista
Arte moderna (período) Século 20-21
Banfi, Chiara artista
Arte contemporânea (período) Século 20-21
Afonso, Albano artista
Tavares, Wagner Malta artista
Jaguaribe, Claudia artista
Mignone, Vania artista
Duarte, Alessandra artista
Egreja, Ana Elisa artista
Pontes, Carolina artista
Velázquez, Fernando artista
Tschäpe, Janaína artista
Feliciano, Jardineiro André artista
Maciel, Katia artista
Ianelli, Arcângelo artista
Reisewitz, Caio artista
Rappa, Fernanda artista
Assumpção, Flora artista
Rebolo, Francisco artista
Pancetti, José artista
Mabe, Manabu artista
Chaves, Marcos artista
Santiago, Manoel artista
Climachauska, Paulo artista
Cinto, Sandra artista
Zerbini, Luiz artista
Whitaker, Paulo artista
Varela, Pedro artista
Carioba, Ricardo artista
Castro, Ricardo de artista
Fialdini, Valentino artista
Melo, Adriana Conti artista
Paiva, Alexandre artista
Freire, Alice artista
Ricci, Alice artista
Mariz, Ana Lucia artista
Zveibil, Ana Niski artista
Mitre, Ana Sefair artista
Reis, Andreia artista
Guimarães, Bettina Vaz artista
Mendonça, Bruno artista
Chaim, Carla artista
Walton, Cecília artista
Macedo, Célia artista
Meirelles, Christina artista
Caballero, Daniel artista
Musa, Ding artista
Prado, Evandro artista
Moraes, Felippe artista
Segall, Felippe artista
Centurion, Gabriel artista
Gorski, Laura artista
Mendes, Leka artista
Wurzmann, Lina artista
Telles, Luiz artista
Lulli artista
Almeida, Madu artista
Nussbacher, Maiana artista
Saddi, Malu artista
Editore, Maria Luisa artista
Stamm, Marlene artista
Frey, Matheus artista
Bresil, Maura artista
Pereira, Reginaldo artista
Cruz, Renata artista
Fabra, Roberto artista
Lopes, Sandra artista
Kass, Vivian artista",,,,ISBN : 9788565954037,"Living with art temporary exhibitions
Conviviendo con arte exposiciones temporales",,,,,,,,,,,,,,,,,,,,,,,,,
604,,"Leme, Shirley Paes",,,Flame,"Washington : BACI Gallery, 1996.",ca. 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,,,,Cuba : bienal de la habana,"[Havana] : colcultura, 199-?.",10 lam.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,"INDIVIDUAL TUDELA, Pedro T899s  1998 Coleção Bibliográfica","Tudela, Pedro",Canvas & Companhia,Porto (Portugal),Still / Pedro Tudela ; [texto] Bernardo Pinto de Almeida ; [fotografias] Guilherme Carmelo,"Porto : Canvas & Companhia, 1998.",[32] p. : il. color. ; 23 cm,"Catálogo publicado em decorrência da exposição realizada na Canvas & Companhia, Galeria de Arte Contemporânea, na cidade do Porto, em Portugal, no período de fevereiro e março de 1998.","Still Porto (Portugal) 1998
Instalação (trabalho visual) Portugal -- Século 20
Pintura (obra visual) Portugal -- Século 20
Escultura (trabalho visual) Portugal -- Século 20
Arte contemporânea (período) Portugal -- Século 20","Almeida, Bernardo Pinto de texto 
Canvas & Companhia Porto (Portugal)
Carmelo, Guilherme fotografia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,COLETIVO Festival Internacional de Linguagem Eletrônica F418f  2012 Coleção Bibliográfica,Festival Internacional de Linguagem Eletrônica São Paulo,"Perissinotto, Paula organização 
Barreto, Ricardo organização
Prado, Clara tradução
Costa, Thaïs tradução
Parent, Sylvie texto",,"File 2012 : Festival internacional de linguagem eletrônica / [organização] Paula Perissinotto, Ricardo Barreto ; [tradução] Clara Prado, Thaïs Costa ; [texto] Sylvie Parent","São Paulo : File, 2012.",239 p. : il. color. ; 28 cm,Texto em português e inglês.,"Agosin, Esteban artista
TEAMLAB artista
Instalação (trabalho visual) Século 21
Hamburger, Feco artista
Arte visual Século 21
Benedetti, Raimo artista
Videogame Século 21
Canet, Mar artista
Arte contemporânea (período) Século 21
Gutierrez, Carles artista
Ambrosio, Marcio artista
Hsu, Maria artista
Akten, Memo artista
Rikic, Mónica artista
Yildirim, Muharrem artista
Tinapple, David artista
Jiang, Nova artista
Cuadros, Pamela artista
Gonzalez, Patricio artista
Cantoni, Rejane artista
Crescenti, Leonardo artista
Sisyu artista
Gauthier, Jean-Pierre artista
Reeves, Nicolas artista
Gao, Ying artista
Fortunato, Adriano artista
Neubern, Danilo artista
Lamhut, Eduardo artista
Costa, Murilo Ottoni artista
Lynch, Paola artista
Colares, Rodrigo artista
Martinello, Alessandro artista
Testa, Conrado artista
Alvarez, Luiz artista
Braun, Henry artista
Bauer, René artista
Weder, Mirjam artista
Protasio, Arthur artista
Baère, Bruno artista
Rezende, Rian artista
Ferreira, Isabel artista
Cardarelli, Leonardo artista
Poynter, Benjamin artista
James, Billiam artista
Westen, Daniel Van artista
Abé, Dominik artista
Roth, Johannes artista
Araruna, Fabiano artista
Rendos, Michael artista
Zabé, Grégoire artista
Dias, Rafael Fernandes Alves artista
Sergent, Heitor Tashiro artista
Nemec, Aaron artista
Oostdijk, Aaron artista
Gagnol, Alain artista
Bigelow, Alan artista
Dempsey, Alan artista
Kentie, Alex artista
Morris, Alex artista
Dubosc, Alexandre artista
Tolstenko, Alexandre artista
Clifford, Alison artista
Collar, Alvaro artista
B., Amora artista
López, Anabel artista
Weberg, Anders artista
Alves, André artista
Carrilho, André artista
Kadow, André artista
Torres, André artista
Neves, Andre Victor Beaumord artista
Sosa, Andrea artista
Papadopoulos, Andreas artista
Salaff, Andres artista
Nepomnyaschev, Andrey artista
Spaninks, Angelique artista
Pitombo, Antonio Sergio Altieri de Moraes artista
Guimarães, Aquiles artista
Moreira, Átila artista
Ebert, Axel artista
Rosenthal, Benjamin artista
Guillaume, Benoit artista
Kurru, Bruno artista
Zanni, Carlo artista
Soloaga, Cecilia artista
Kim, Carole artista
Godoy, Claudia González artista
Moore, Christopher artista
Daolio, Claudio M. H. artista
Kloger, Clemens artista
Newsom, Craig artista
Gazaga, Daniel artista
Hora, Daniel artista
Lopez, David artista
Koishi, Denis artista
Garro, Diego artista
Gomez, Diego artista
Craig, Donald artista
Duque, Eduardo artista
Rossini, Eduardo artista
Goodman, Emil artista
Radigales, Enrique artista
Rivera, Enrique artista
Guimarães, Ernane artista
Bueno, Ernesto artista
Kuna, Filip artista
Fini, Francesca artista
Azorín, Gabriel artista
Shalom, Gabriel artista
Bonis, Gabriele artista
Drivas, George artista
Rocha, Gui artista
Coelho, Guilherme artista
Godoy, Gustavo artista
Lin, Hamlet artista
Santos, Helana artista
Lederer, Henning M. artista
Andrade, Henrique Barone de artista
Nakashima, Henrique artista
Chu, Henry artista
Lippmann, Holger artista
Moreira, Ícaro artista
Demovic, Igor artista
Breckner, Irene artista
Marinho, Jackson artista
Spencer, Jake artista
Lindenberg, Jan artista
Rolland, Jean-Michel artista
Pablo, John artista
Klassen, Jon artista
Kaldma, Jonathan Hise artista
Benet, Jorge artista
Chan, Joseph artista
Maloy, Judy artista
Alvarenga, Juliana artista
Prado, Juliano artista
Jansson, Kara artista
Malek, Kay artista
Evensen, Kevin artista
Chianello, Lavínia artista
Grace, Lindsay artista
Labs, Lisbon artista
Scotti, Luigi artista
Souza, Luiz artista
Rodrigues, Luri artista
Mourão, M. Eugênia artista
Rocha, Marcel artista
Carvalho, Marcelo artista
Vasconcelos, Marcus artista
Coelho, Marília artista
Castaneda, Mario artista
Lopes, Mauro artista
Paris, Maya artista
Haviland, Melissa artista
Ebert, Michael artista
Gabriel, Michal artista
Lobos, Monserrat artista
Chaud, Nicolau artista
Correia, Nuno artista
Elagin, Oleg artista
Clarke, Ollie artista
Rosero, Pablo artista
Beck, Paul artista
Vrellis, Petros artista
Mantione, Philip artista
Chen, Pohung artista
Medeiros, Pedro artista
Cavanagh, Terry artista
Hirata, Thiago artista
Velho, Tina artista
Agoston, Tomas artista
Fornari, Tuti artista
Montero, Valentina artista
Frías, Verónica Ruth artista
López, Yair artista
Marotta, Ygor artista",,,,ISBN : 9788589730143,File SP 2012  Electronic Language International Festival,,,,,,,,,,,,,,,,,,,,,,,,,
66,7(81) Z58r  2006 Coleção Bibliográfica,"Zerbini, Luiz","Almeida, Rosa texto 
Berg, Steven tradução
Lindsay, Duncan tradução",,"Rasura / Luiz Zerbini ; [texto] Rosa Almeida ; [tradução] Steve Berg, Duncan Lindsay","São Paulo : Cosac Naify, 2006.",220 p. : il. color. ; 25 cm,Texto em português e inglês.,"Arte conceitual -- Brasil -- Século 21
Arte visual -- Brasil -- Século 21
Arte contemporânea (período) -- Brasil -- Século 21",,,,ISBN : 8575034413,,,,,,,,,,,,,,,,,,,,,,,,,,
